post_id,caption,caption_sentiment,caption_sentiment_score,caption_emotion,caption_emotion_score,comments_sentiment,comments_sentiment_score,comments_emotion,comments_emotion_score,caption_effective_sentiment,caption_ml_sentiment,comments_effective_sentiment,comments_ml_sentiment,combined_effective_sentiment,combined_ml_sentiment,owner_id,timestamp,likes,comments_count,hashtags,location_id,media_type,username,shortcode,location,is_private,is_verified,mentions,Category,#Followers,#Followees,#Posts,comment_owner_username,comment_likes,comment_timestamp,caption_length,num_hashtags,has_mention,has_url,follower_adjusted_likes,follower_adjusted_comments,engagement_rate,hashtags_agg,engagement_frequency,influence_score,content_interaction,comment_engagement_ratio,comment_length,has_emoji,category_beauty,category_family,category_fashion,category_fitness,category_food,category_pet,category_travel,user_id_encoded,engagement_binary,engagement_probability
1939160802109797565,21.12.2018 : « Hartmannswillerkopf » #alone #sansfiltre #nofilter #21.12.1915 #1418 #war #peace #france #allemagne #worldwar1 #vieilarmand #hartmannswillerkopf #alsace #grandeguerre #photography #remember #souvenir #flag #winter #storm #alone,Neutral,0.8082473874092102,fear,0.6195497512817383,Positive,0.9763472676277161,joy,0.9226046204566956,0.0,neutral,0.9763472676277161,positive,0.48817363381385803,positive,1919213561,1545386003,84,7,"#alone, #sansfiltre, #nofilter, #21.12.1915, #1418, #war, #peace, #france, #allemagne, #worldwar1, #vieilarmand, #hartmannswillerkopf, #alsace, #grandeguerre, #photography, #remember, #souvenir, #flag, #winter, #storm, #alone",139535733248136.0,image,le_lasseur,BrpSHm0HbS9,The Hartmannswillerkopf Site,False,False,,interior,5954,1876,317,hespar.design,1,1545389172,242,21,False,False,0.0,0.0,0.0,"#alone, #sansfiltre, #nofilter, #21.12.1915, #1418, #war, #peace, #france, #allemagne, #worldwar1, #vieilarmand, #hartmannswillerkopf, #alsace, #grandeguerre, #photography, #remember, #souvenir, #flag, #winter, #storm, #alone",0.0,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,0,0,0.0
1977836640564830910,"Mardi 12.02.2019 : ""Pour Louise"" #welcome #birth #eames #hermanmiller #giancarlopiretti #anonimacastelli #florenceknoll #vintage #vintagefurniture #lafondachair #bertoia #harrybertoia #knoll #myknoll #lui #luimagazine #lesmachinesdelile #eileengray #apartmenttherapy",Positive,0.6497208476066589,joy,0.5052924752235413,Positive,0.9845259189605713,neutral,0.782128095626831,0.6497208476066589,positive,0.9845259189605713,positive,0.8171233832836151,positive,1919213561,1549996522,341,6,"#welcome, #birth, #eames, #hermanmiller, #giancarlopiretti, #anonimacastelli, #florenceknoll, #vintage, #vintagefurniture, #lafondachair, #bertoia, #harrybertoia, #knoll, #myknoll, #lui, #luimagazine, #lesmachinesdelile, #eileengray, #apartmenttherapy",,image,le_lasseur,Btyr_IQnmK-,,False,False,,interior,5954,1876,317,hespar.design,1,1549998906,266,19,False,False,0.0,0.0,0.0,"#welcome, #birth, #eames, #hermanmiller, #giancarlopiretti, #anonimacastelli, #florenceknoll, #vintage, #vintagefurniture, #lafondachair, #bertoia, #harrybertoia, #knoll, #myknoll, #lui, #luimagazine, #lesmachinesdelile, #eileengray, #apartmenttherapy",0.0,0.0,0.0,0.0,2,True,False,False,False,False,False,False,False,0,0,0.0
1940966717846845153,23.12.2018 : « Blue » #blue #bleu #ocean #atlantic #atlanticocean #ré #reisland #ilederé #somewhere #somewheremagazine #nature #instaphoto #atlantique #break #sea #phare #lighthouse #winter #sky #blueskies ...,Neutral,0.9322217106819153,fear,0.5446422100067139,Positive,0.9865188002586365,joy,0.9274234175682068,0.0,neutral,0.9865188002586365,positive,0.49325940012931824,positive,1919213561,1545601285,171,15,"#blue, #bleu, #ocean, #atlantic, #atlanticocean, #ré, #reisland, #ilederé, #somewhere, #somewheremagazine, #nature, #instaphoto, #atlantique, #break, #sea, #phare, #lighthouse, #winter, #sky, #blueskies",,image,le_lasseur,BrvsvI6Hfbh,,False,False,,interior,5954,1876,317,steph.guitetbillarant,1,1545601353,209,20,False,False,0.0,0.0,0.0,"#blue, #bleu, #ocean, #atlantic, #atlanticocean, #ré, #reisland, #ilederé, #somewhere, #somewheremagazine, #nature, #instaphoto, #atlantique, #break, #sea, #phare, #lighthouse, #winter, #sky, #blueskies",0.0,0.0,0.0,0.0,37,True,False,False,False,False,False,False,False,0,0,0.0
1521926846227255352,"24.05.1917/24.05.2017 : 100 ans ... ""Happy Birthday Florence"" #florenceknoll #florenceknollbirthday #knoll #myknoll #sofa #knollinternational #eames #hermanmiller #lafonda #lafondahotel #chair #midcenturyfurniture #vintagefurniture #fleamarket #wood #wooddesk #eameshousebird #vitra ...",Positive,0.8972670435905457,fear,0.40618500113487244,Positive,0.9800358414649963,joy,0.5902284979820251,0.8972670435905457,positive,0.9800358414649963,positive,0.938651442527771,positive,1919213561,1495647839,288,8,"#florenceknoll, #florenceknollbirthday, #knoll, #myknoll, #sofa, #knollinternational, #eames, #hermanmiller, #lafonda, #lafondahotel, #chair, #midcenturyfurniture, #vintagefurniture, #fleamarket, #wood, #wooddesk, #eameshousebird, #vitra",214246727.0,image,le_lasseur,BUe-GczgZA4,"Nantes, France",False,False,,interior,5954,1876,317,my_munich_moments,1,1495648216,286,18,False,False,0.0,0.0,0.0,"#florenceknoll, #florenceknollbirthday, #knoll, #myknoll, #sofa, #knollinternational, #eames, #hermanmiller, #lafonda, #lafondahotel, #chair, #midcenturyfurniture, #vintagefurniture, #fleamarket, #wood, #wooddesk, #eameshousebird, #vitra",0.0,0.0,0.0,0.0,2,True,False,False,False,False,False,False,False,0,0,0.0
1889204089210566753,Saturday : « Light » #knoll #myknoll #pedestaltable #saarinen #eerosaarinen #charlespollock #pollock #bertoia #harrybertoia #piergiacomocastiglioni #achillecastiglioni #arcolamp #flos #fleamarket #bisciachair #pascalmourgue #apartmenttherapy ...,Neutral,0.8261470794677734,fear,0.6672530770301819,Positive,0.9875942468643188,joy,0.8950411677360535,0.0,neutral,0.9875942468643188,positive,0.4937971234321594,positive,1919213561,1539430699,599,35,"#knoll, #myknoll, #pedestaltable, #saarinen, #eerosaarinen, #charlespollock, #pollock, #bertoia, #harrybertoia, #piergiacomocastiglioni, #achillecastiglioni, #arcolamp, #flos, #fleamarket, #bisciachair, #pascalmourgue, #apartmenttherapy",,image,le_lasseur,Bo3zRwVnHhh,,False,False,,interior,5954,1876,317,woandwecollection,1,1539430805,245,17,False,False,0.0,0.0,0.0,"#knoll, #myknoll, #pedestaltable, #saarinen, #eerosaarinen, #charlespollock, #pollock, #bertoia, #harrybertoia, #piergiacomocastiglioni, #achillecastiglioni, #arcolamp, #flos, #fleamarket, #bisciachair, #pascalmourgue, #apartmenttherapy",0.0,0.0,0.0,0.0,8,True,False,False,False,False,False,False,False,0,0,0.0
2000941204146784812,"16.03.2019, 16:39... , #pastoe #pastoefurniture #aldovandennieuwelaar #gaeaulenti #ruspa #ruspalamp #wassilychair #marcelbreuer #knoll #eames #rar #hermanmiller #atelierareti #charlespollock #tulipchair #eerosaarinen #arcolamp #achillecastiglioni #piergiacomocastiglioni #flos #marcellocuneo #deknudtmirrors #pascalmourgue #bisciachair...",Neutral,0.9134374856948853,fear,0.7252160906791687,Positive,0.9893843531608582,joy,0.5165789127349854,0.0,neutral,0.9893843531608582,positive,0.4946921765804291,positive,1919213561,1552750801,552,32,"#pastoe, #pastoefurniture, #aldovandennieuwelaar, #gaeaulenti, #ruspa, #ruspalamp, #wassilychair, #marcelbreuer, #knoll, #eames, #rar, #hermanmiller, #atelierareti, #charlespollock, #tulipchair, #eerosaarinen, #arcolamp, #achillecastiglioni, #piergiacomocastiglioni, #flos, #marcellocuneo, #deknudtmirrors, #pascalmourgue, #bisciachair...",,image,le_lasseur,BvExWx5nIos,,False,False,,interior,5954,1876,317,ideasdecorisabel,1,1552751205,338,24,False,False,0.0,0.0,0.0,"#pastoe, #pastoefurniture, #aldovandennieuwelaar, #gaeaulenti, #ruspa, #ruspalamp, #wassilychair, #marcelbreuer, #knoll, #eames, #rar, #hermanmiller, #atelierareti, #charlespollock, #tulipchair, #eerosaarinen, #arcolamp, #achillecastiglioni, #piergiacomocastiglioni, #flos, #marcellocuneo, #deknudtmirrors, #pascalmourgue, #bisciachair...",0.0,0.0,0.0,0.0,2,True,False,False,False,False,False,False,False,0,0,0.0
1698893470076039627,23.01.2018 : Ride ... #toboggan #machinesdelile #iledenantes #mytown #photography #photo #city #nantes #architectanddesign #design #streetart #night #nightout #chair #chaircollection #rain #rainynight #somewheremagazine #somewhere,Neutral,0.9295409321784973,fear,0.9720455408096313,Positive,0.401279091835022,neutral,0.5497997403144836,0.0,neutral,0.401279091835022,positive,0.200639545917511,positive,1919213561,1516743905,103,0,"#toboggan, #machinesdelile, #iledenantes, #mytown, #photography, #photo, #city, #nantes, #architectanddesign, #design, #streetart, #night, #nightout, #chair, #chaircollection, #rain, #rainynight, #somewheremagazine, #somewhere",,image,le_lasseur,BeTrpwjHPHL,,False,False,,interior,5954,1876,317,,0,0,230,19,False,False,0.0,0.0,0.0,"#toboggan, #machinesdelile, #iledenantes, #mytown, #photography, #photo, #city, #nantes, #architectanddesign, #design, #streetart, #night, #nightout, #chair, #chaircollection, #rain, #rainynight, #somewheremagazine, #somewhere",0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,False,0,0,0.0
1660871452764447385,« Stairs » ... #waste #destruction #demolition #brutalism #architecturephotography #alone #stairs #archidesign #gaspillage #nantes #architecturelovers ...,Negative,0.8617660999298096,anger,0.570537805557251,Positive,0.9871028065681458,neutral,0.4815135896205902,-0.8617660999298096,negative,0.9871028065681458,positive,0.06266835331916809,neutral,1919213561,1512211327,96,3,"#waste, #destruction, #demolition, #brutalism, #architecturephotography, #alone, #stairs, #archidesign, #gaspillage, #nantes, #architecturelovers",,image,le_lasseur,BcMmclfnKKZ,,False,False,,interior,5954,1876,317,choubam_,1,1512213408,154,11,False,False,0.0,0.0,0.0,"#waste, #destruction, #demolition, #brutalism, #architecturephotography, #alone, #stairs, #archidesign, #gaspillage, #nantes, #architecturelovers",0.0,0.0,0.0,0.0,3,True,False,False,False,False,False,False,False,0,0,0.0
1792221586331207390,Happy Friday ... #knoll #chair #bertoia #saarinen #miesvanderrohe #bauhaus #pollock #charlespollock #ludvikvolak #jindrichhalabala #divider #achillecastiglioni #piergiacomocastiglioni #arcolamp #flos #kartell #apartmenttherapy #vintagefurniture #fleamarket #pipistrello #gaeaulenti #martinelliluce #nielsomoller #chaircollection ...,Positive,0.8903889656066895,joy,0.8442715406417847,Positive,0.9913718700408936,joy,0.8927818536758423,0.8903889656066895,positive,0.9913718700408936,positive,0.9408804178237915,positive,1919213561,1527869483,586,23,"#knoll, #chair, #bertoia, #saarinen, #miesvanderrohe, #bauhaus, #pollock, #charlespollock, #ludvikvolak, #jindrichhalabala, #divider, #achillecastiglioni, #piergiacomocastiglioni, #arcolamp, #flos, #kartell, #apartmenttherapy, #vintagefurniture, #fleamarket, #pipistrello, #gaeaulenti, #martinelliluce, #nielsomoller, #chaircollection",,image,le_lasseur,BjfQAmEDwbe,,False,False,,interior,5954,1876,317,__ab_75014,1,1527869625,332,24,False,False,0.0,0.0,0.0,"#knoll, #chair, #bertoia, #saarinen, #miesvanderrohe, #bauhaus, #pollock, #charlespollock, #ludvikvolak, #jindrichhalabala, #divider, #achillecastiglioni, #piergiacomocastiglioni, #arcolamp, #flos, #kartell, #apartmenttherapy, #vintagefurniture, #fleamarket, #pipistrello, #gaeaulenti, #martinelliluce, #nielsomoller, #chaircollection",0.0,0.0,0.0,0.0,10,False,False,False,False,False,False,False,False,0,0,0.0
1804444024401829022,"Because Monday is for Chair, one of my favorite ... An Original purple and vintage Chair designed by #alainrichard #60 #frenchdesigner #artdecoratif #jacquelineiribe #groupe4 #charron #frenchedition #lavrilleux #artdeco #vintagefurniture #france #vintagechair #frenchfurniture #fleamarket ...",Positive,0.9449700713157654,anger,0.4575006365776062,Positive,0.9869717955589294,joy,0.9209850430488586,0.9449700713157654,positive,0.9869717955589294,positive,0.9659709334373474,positive,1919213561,1529326511,110,6,"#alainrichard, #60, #frenchdesigner, #artdecoratif, #jacquelineiribe, #groupe4, #charron, #frenchedition, #lavrilleux, #artdeco, #vintagefurniture, #france, #vintagechair, #frenchfurniture, #fleamarket",,image,le_lasseur,BkKrEejjBye,,False,False,,interior,5954,1876,317,hespar.design,1,1529327779,292,15,False,False,0.0,0.0,0.0,"#alainrichard, #60, #frenchdesigner, #artdecoratif, #jacquelineiribe, #groupe4, #charron, #frenchedition, #lavrilleux, #artdeco, #vintagefurniture, #france, #vintagechair, #frenchfurniture, #fleamarket",0.0,0.0,0.0,0.0,100,True,False,False,False,False,False,False,False,0,0,0.0
